Trafikkregistreringspunkt,Navn,Dato,Fra tidspunkt,Til tidspunkt,Felt,Trafikkmengde,"< 5,6m",">= 5,6m","5,6m - 7,6m","7,6m - 12,5m","12,5m - 16,0m",">= 16,0m","16,0m - 24,0m",">= 24,0m"
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,03:00,04:00,Totalt i retning Alnabru,519,499,20,4,4,5,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,03:00,04:00,Totalt i retning Sentrum,252,238,14,3,3,2,6,6,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,03:00,04:00,Totalt,771,737,34,7,7,7,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,04:00,05:00,Totalt i retning Alnabru,454,425,29,6,3,2,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,04:00,05:00,Totalt i retning Sentrum,179,160,19,3,4,3,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,04:00,05:00,Totalt,633,585,48,9,7,5,27,27,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,05:00,06:00,Totalt i retning Alnabru,247,230,17,6,3,1,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,05:00,06:00,Totalt i retning Sentrum,188,158,30,6,7,10,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,05:00,06:00,Totalt,435,388,47,12,10,11,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,06:00,07:00,Totalt i retning Alnabru,281,254,27,10,5,7,5,5,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,06:00,07:00,Totalt i retning Sentrum,258,224,34,7,5,10,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,06:00,07:00,Totalt,539,478,61,17,10,17,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,07:00,08:00,Totalt i retning Alnabru,349,305,44,11,6,20,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,07:00,08:00,Totalt i retning Sentrum,366,330,36,11,7,11,7,7,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,07:00,08:00,Totalt,715,635,80,22,13,31,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,08:00,09:00,Totalt i retning Alnabru,466,419,47,15,15,5,12,11,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,08:00,09:00,Totalt i retning Sentrum,496,430,66,21,17,16,12,12,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,08:00,09:00,Totalt,962,849,113,36,32,21,24,23,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,09:00,10:00,Totalt i retning Alnabru,715,670,45,18,10,8,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,09:00,10:00,Totalt i retning Sentrum,822,737,85,22,29,18,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,09:00,10:00,Totalt,1537,1407,130,40,39,26,25,25,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,10:00,11:00,Totalt i retning Alnabru,1151,1040,111,42,34,12,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,10:00,11:00,Totalt i retning Sentrum,1173,1084,89,27,29,7,26,25,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,10:00,11:00,Totalt,2324,2124,200,69,63,19,49,48,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,11:00,12:00,Totalt i retning Alnabru,1456,1358,97,34,40,9,14,14,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,11:00,12:00,Totalt i retning Sentrum,1519,1408,111,33,45,9,24,24,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,11:00,12:00,Totalt,2975,2766,208,67,85,18,38,38,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,12:00,13:00,Totalt i retning Alnabru,1491,1403,88,30,32,8,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,12:00,13:00,Totalt i retning Sentrum,1695,1598,96,36,31,10,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,12:00,13:00,Totalt,3186,3001,184,66,63,18,37,37,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,13:00,14:00,Totalt i retning Alnabru,1600,1494,106,38,39,13,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,13:00,14:00,Totalt i retning Sentrum,1905,1790,113,41,34,8,30,29,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,13:00,14:00,Totalt,3505,3284,219,79,73,21,46,44,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,14:00,15:00,Totalt i retning Alnabru,1750,1645,105,36,35,13,21,21,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,14:00,15:00,Totalt i retning Sentrum,1970,1862,107,37,38,10,22,21,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,14:00,15:00,Totalt,3720,3507,212,73,73,23,43,42,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,15:00,16:00,Totalt i retning Alnabru,1775,1658,116,38,43,17,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,15:00,16:00,Totalt i retning Sentrum,1908,1810,98,37,37,7,17,16,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,15:00,16:00,Totalt,3683,3468,214,75,80,24,35,34,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,16:00,17:00,Totalt i retning Alnabru,1771,1665,105,29,45,19,12,11,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,16:00,17:00,Totalt i retning Sentrum,1896,1778,117,35,36,13,33,30,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,16:00,17:00,Totalt,3667,3443,222,64,81,32,45,41,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,17:00,18:00,Totalt i retning Alnabru,1881,1772,109,32,34,18,25,23,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,17:00,18:00,Totalt i retning Sentrum,1899,1788,111,31,41,12,27,24,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,17:00,18:00,Totalt,3780,3560,220,63,75,30,52,47,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,18:00,19:00,Totalt i retning Alnabru,1740,1625,115,33,47,17,18,18,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,18:00,19:00,Totalt i retning Sentrum,1703,1592,111,28,40,13,30,28,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,18:00,19:00,Totalt,3443,3217,226,61,87,30,48,46,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,19:00,20:00,Totalt i retning Alnabru,1777,1667,108,33,32,19,24,22,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,19:00,20:00,Totalt i retning Sentrum,1575,1478,97,32,33,12,20,17,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,19:00,20:00,Totalt,3352,3145,205,65,65,31,44,39,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,20:00,21:00,Totalt i retning Alnabru,1704,1595,109,32,47,10,20,17,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,20:00,21:00,Totalt i retning Sentrum,1365,1266,99,22,35,12,30,27,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,20:00,21:00,Totalt,3069,2861,208,54,82,22,50,44,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,21:00,22:00,Totalt i retning Alnabru,1386,1284,102,34,45,8,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,21:00,22:00,Totalt i retning Sentrum,1018,958,60,13,26,8,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,21:00,22:00,Totalt,2404,2242,162,47,71,16,28,28,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,22:00,23:00,Totalt i retning Alnabru,991,915,75,14,25,10,26,24,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,22:00,23:00,Totalt i retning Sentrum,640,582,57,11,30,2,14,13,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,22:00,23:00,Totalt,1631,1497,132,25,55,12,40,37,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,23:00,00:00,Totalt i retning Alnabru,440,404,36,7,8,5,16,15,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,23:00,00:00,Totalt i retning Sentrum,409,364,45,12,15,6,12,11,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-02,23:00,00:00,Totalt,849,768,81,19,23,11,28,26,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,00:00,01:00,Totalt i retning Alnabru,249,197,52,5,15,7,25,22,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,00:00,01:00,Totalt i retning Sentrum,255,221,34,7,10,2,15,14,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,00:00,01:00,Totalt,504,418,86,12,25,9,40,36,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,01:00,02:00,Totalt i retning Alnabru,179,136,43,3,12,6,22,22,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,01:00,02:00,Totalt i retning Sentrum,196,171,25,6,3,5,11,10,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,01:00,02:00,Totalt,375,307,68,9,15,11,33,32,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,02:00,03:00,Totalt i retning Alnabru,113,93,20,6,4,0,10,10,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,02:00,03:00,Totalt i retning Sentrum,97,74,23,3,8,3,9,9,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,02:00,03:00,Totalt,210,167,43,9,12,3,19,19,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,03:00,04:00,Totalt i retning Alnabru,126,88,38,5,11,6,16,16,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,03:00,04:00,Totalt i retning Sentrum,110,70,40,13,8,9,10,9,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,03:00,04:00,Totalt,236,158,78,18,19,15,26,25,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,04:00,05:00,Totalt i retning Alnabru,233,183,50,7,14,6,23,23,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,04:00,05:00,Totalt i retning Sentrum,152,94,58,10,14,6,28,28,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,04:00,05:00,Totalt,385,277,108,17,28,12,51,51,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,05:00,06:00,Totalt i retning Alnabru,605,500,105,28,30,8,39,37,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,05:00,06:00,Totalt i retning Sentrum,658,501,157,34,38,26,59,59,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,05:00,06:00,Totalt,1263,1001,262,62,68,34,98,96,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,06:00,07:00,Totalt i retning Alnabru,1543,1346,197,53,44,35,65,65,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,06:00,07:00,Totalt i retning Sentrum,2377,1974,403,109,143,46,105,104,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,06:00,07:00,Totalt,3920,3320,600,162,187,81,170,169,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,07:00,08:00,Totalt i retning Alnabru,2127,1888,239,67,75,45,52,51,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,07:00,08:00,Totalt i retning Sentrum,2603,2160,435,140,152,58,85,85,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,07:00,08:00,Totalt,4730,4048,674,207,227,103,137,136,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,08:00,09:00,Totalt i retning Alnabru,1948,1634,311,90,89,59,73,73,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,08:00,09:00,Totalt i retning Sentrum,2140,1716,416,140,136,47,93,91,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,08:00,09:00,Totalt,4088,3350,727,230,225,106,166,164,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,09:00,10:00,Totalt i retning Alnabru,1915,1431,482,127,132,51,172,168,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,09:00,10:00,Totalt i retning Sentrum,1925,1488,436,153,129,50,104,102,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,09:00,10:00,Totalt,3840,2919,918,280,261,101,276,270,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,10:00,11:00,Totalt i retning Alnabru,2037,1558,479,158,158,47,116,111,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,10:00,11:00,Totalt i retning Sentrum,1774,1336,437,144,139,44,110,108,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,10:00,11:00,Totalt,3811,2894,916,302,297,91,226,219,7
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,11:00,12:00,Totalt i retning Alnabru,1996,1542,453,134,146,39,134,131,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,11:00,12:00,Totalt i retning Sentrum,1883,1469,414,133,143,37,101,101,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,11:00,12:00,Totalt,3879,3011,867,267,289,76,235,232,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,12:00,13:00,Totalt i retning Alnabru,2063,1623,439,140,145,38,116,115,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,12:00,13:00,Totalt i retning Sentrum,1830,1411,418,148,125,44,101,100,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,12:00,13:00,Totalt,3893,3034,857,288,270,82,217,215,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,13:00,14:00,Totalt i retning Alnabru,2208,1754,454,131,150,44,129,126,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,13:00,14:00,Totalt i retning Sentrum,1934,1531,402,133,116,40,113,110,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,13:00,14:00,Totalt,4142,3285,856,264,266,84,242,236,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,14:00,15:00,Totalt i retning Alnabru,2664,2214,450,163,156,34,97,93,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,14:00,15:00,Totalt i retning Sentrum,2205,1843,361,115,99,43,104,101,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,14:00,15:00,Totalt,4869,4057,811,278,255,77,201,194,7
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,15:00,16:00,Totalt i retning Alnabru,2582,2264,314,104,105,23,82,80,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,15:00,16:00,Totalt i retning Sentrum,2445,2137,301,100,80,40,81,78,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,15:00,16:00,Totalt,5027,4401,615,204,185,63,163,158,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,16:00,17:00,Totalt i retning Alnabru,2223,1944,279,97,88,25,69,68,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,16:00,17:00,Totalt i retning Sentrum,2222,1983,234,67,66,43,58,57,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,16:00,17:00,Totalt,4445,3927,513,164,154,68,127,125,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,17:00,18:00,Totalt i retning Alnabru,2009,1756,253,73,86,20,74,72,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,17:00,18:00,Totalt i retning Sentrum,1784,1589,195,53,53,44,45,44,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,17:00,18:00,Totalt,3793,3345,448,126,139,64,119,116,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,18:00,19:00,Totalt i retning Alnabru,1758,1502,254,59,78,27,90,88,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,18:00,19:00,Totalt i retning Sentrum,1441,1275,165,38,45,19,63,55,8
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,18:00,19:00,Totalt,3199,2777,419,97,123,46,153,143,10
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,19:00,20:00,Totalt i retning Alnabru,1505,1326,178,46,55,15,62,59,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,19:00,20:00,Totalt i retning Sentrum,1282,1100,181,40,49,12,80,75,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,19:00,20:00,Totalt,2787,2426,359,86,104,27,142,134,8
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,20:00,21:00,Totalt i retning Alnabru,1234,1071,163,50,52,16,45,42,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,20:00,21:00,Totalt i retning Sentrum,1074,949,125,27,42,5,51,45,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,20:00,21:00,Totalt,2308,2020,288,77,94,21,96,87,9
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,21:00,22:00,Totalt i retning Alnabru,1066,936,130,34,39,8,49,46,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,21:00,22:00,Totalt i retning Sentrum,893,796,97,24,21,2,50,40,10
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,21:00,22:00,Totalt,1959,1732,227,58,60,10,99,86,13
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,22:00,23:00,Totalt i retning Alnabru,662,591,71,13,28,5,25,24,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,22:00,23:00,Totalt i retning Sentrum,478,402,76,12,27,8,29,28,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,22:00,23:00,Totalt,1140,993,147,25,55,13,54,52,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,23:00,00:00,Totalt i retning Alnabru,437,374,62,11,23,2,26,23,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,23:00,00:00,Totalt i retning Sentrum,293,241,52,16,14,0,22,20,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-03,23:00,00:00,Totalt,730,615,114,27,37,2,48,43,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,00:00,01:00,Totalt i retning Alnabru,253,203,50,7,9,3,31,28,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,00:00,01:00,Totalt i retning Sentrum,256,211,45,13,11,4,17,14,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,00:00,01:00,Totalt,509,414,95,20,20,7,48,42,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,01:00,02:00,Totalt i retning Alnabru,185,115,70,9,10,0,51,46,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,01:00,02:00,Totalt i retning Sentrum,170,132,38,6,13,4,15,15,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,01:00,02:00,Totalt,355,247,108,15,23,4,66,61,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,02:00,03:00,Totalt i retning Alnabru,141,90,50,11,12,4,23,18,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,02:00,03:00,Totalt i retning Sentrum,93,66,27,4,5,4,14,12,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,02:00,03:00,Totalt,234,156,77,15,17,8,37,30,7
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,03:00,04:00,Totalt i retning Alnabru,173,122,51,7,15,3,26,24,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,03:00,04:00,Totalt i retning Sentrum,113,74,39,9,11,6,13,13,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,03:00,04:00,Totalt,286,196,90,16,26,9,39,37,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,04:00,05:00,Totalt i retning Alnabru,219,152,67,14,18,6,29,24,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,04:00,05:00,Totalt i retning Sentrum,171,94,77,12,19,11,35,34,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,04:00,05:00,Totalt,390,246,144,26,37,17,64,58,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,05:00,06:00,Totalt i retning Alnabru,546,448,98,21,22,10,45,44,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,05:00,06:00,Totalt i retning Sentrum,611,452,159,38,37,22,62,61,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,05:00,06:00,Totalt,1157,900,257,59,59,32,107,105,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,06:00,07:00,Totalt i retning Alnabru,1465,1269,195,53,59,30,53,52,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,06:00,07:00,Totalt i retning Sentrum,2431,2065,366,109,129,43,85,84,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,06:00,07:00,Totalt,3896,3334,561,162,188,73,138,136,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,07:00,08:00,Totalt i retning Alnabru,2007,1743,263,66,81,54,62,61,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,07:00,08:00,Totalt i retning Sentrum,2597,2143,443,137,161,46,99,97,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,07:00,08:00,Totalt,4604,3886,706,203,242,100,161,158,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,08:00,09:00,Totalt i retning Alnabru,1985,1650,335,97,103,63,72,71,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,08:00,09:00,Totalt i retning Sentrum,2185,1795,386,127,145,45,69,67,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,08:00,09:00,Totalt,4170,3445,721,224,248,108,141,138,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,09:00,10:00,Totalt i retning Alnabru,1775,1341,434,127,110,53,144,143,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,09:00,10:00,Totalt i retning Sentrum,1942,1527,415,159,120,43,93,90,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,09:00,10:00,Totalt,3717,2868,849,286,230,96,237,233,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,10:00,11:00,Totalt i retning Alnabru,2005,1581,424,132,132,37,123,120,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,10:00,11:00,Totalt i retning Sentrum,1739,1311,427,148,142,33,104,103,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,10:00,11:00,Totalt,3744,2892,851,280,274,70,227,223,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,11:00,12:00,Totalt i retning Alnabru,1951,1514,435,131,140,38,126,125,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,11:00,12:00,Totalt i retning Sentrum,1886,1494,392,130,129,27,106,105,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,11:00,12:00,Totalt,3837,3008,827,261,269,65,232,230,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,12:00,13:00,Totalt i retning Alnabru,2056,1631,425,157,125,23,120,119,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,12:00,13:00,Totalt i retning Sentrum,1761,1419,342,121,102,32,87,86,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,12:00,13:00,Totalt,3817,3050,767,278,227,55,207,205,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,13:00,14:00,Totalt i retning Alnabru,2247,1815,431,161,133,30,107,103,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,13:00,14:00,Totalt i retning Sentrum,1862,1470,391,127,125,26,113,109,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,13:00,14:00,Totalt,4109,3285,822,288,258,56,220,212,8
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,14:00,15:00,Totalt i retning Alnabru,2750,2359,391,164,116,25,86,84,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,14:00,15:00,Totalt i retning Sentrum,2217,1854,363,111,95,36,121,120,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,14:00,15:00,Totalt,4967,4213,754,275,211,61,207,204,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,15:00,16:00,Totalt i retning Alnabru,2609,2310,293,106,107,20,60,59,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,15:00,16:00,Totalt i retning Sentrum,1842,1533,230,73,64,42,51,47,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,15:00,16:00,Totalt,4451,3843,523,179,171,62,111,106,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,16:00,17:00,Totalt i retning Alnabru,2273,2004,267,89,94,21,63,62,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,16:00,17:00,Totalt i retning Sentrum,1385,1082,163,43,40,46,34,29,5
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,16:00,17:00,Totalt,3658,3086,430,132,134,67,97,91,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,17:00,18:00,Totalt i retning Alnabru,2318,2032,286,92,82,28,84,83,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,17:00,18:00,Totalt i retning Sentrum,2035,1790,242,69,79,36,58,58,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,17:00,18:00,Totalt,4353,3822,528,161,161,64,142,141,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,18:00,19:00,Totalt i retning Alnabru,1774,1528,246,75,63,25,83,81,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,18:00,19:00,Totalt i retning Sentrum,1521,1329,192,48,40,23,81,72,9
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,18:00,19:00,Totalt,3295,2857,438,123,103,48,164,153,11
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,19:00,20:00,Totalt i retning Alnabru,1493,1317,175,49,50,17,59,56,3
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,19:00,20:00,Totalt i retning Sentrum,1322,1174,147,34,43,10,60,51,9
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,19:00,20:00,Totalt,2815,2491,322,83,93,27,119,107,12
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,20:00,21:00,Totalt i retning Alnabru,1289,1147,142,43,44,11,44,42,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,20:00,21:00,Totalt i retning Sentrum,1157,1016,141,36,38,10,57,51,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,20:00,21:00,Totalt,2446,2163,283,79,82,21,101,93,8
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,21:00,22:00,Totalt i retning Alnabru,963,844,119,32,37,4,46,45,1
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,21:00,22:00,Totalt i retning Sentrum,898,799,99,19,25,5,50,43,7
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,21:00,22:00,Totalt,1861,1643,218,51,62,9,96,88,8
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,22:00,23:00,Totalt i retning Alnabru,774,706,68,19,17,6,26,22,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,22:00,23:00,Totalt i retning Sentrum,576,512,62,16,20,4,22,20,2
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,22:00,23:00,Totalt,1350,1218,130,35,37,10,48,42,6
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,23:00,00:00,Totalt i retning Alnabru,452,373,79,19,21,7,32,28,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,23:00,00:00,Totalt i retning Sentrum,289,241,48,12,14,5,17,17,0
33808V625649,"Helsfyr 1,2,3,4",2024-06-04,23:00,00:00,Totalt,741,614,127,31,35,12,49,45,4
33808V625649,"Helsfyr 1,2,3,4",2024-06-05,00:00,01:00,Totalt i retning Alnabru,266,205,60,10,11,4,35,30,5
